거래일시,연월,주문번호,고객ID,상품코드,수량,매출,단가,구매채널,디지털채널,결제수단,배송유형,카테고리,상품명,시도,권역
2021-05-08,2021-05-01,552273,13021,20725,2,14749,7375,온라인,PC웹,카드,택배배송,Grooming,Pet Grooming Brush,경기,수도권
2021-05-08,2021-05-01,552273,13021,23284,1,35532,35532,온라인,PC웹,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-08,2021-05-01,552274,16523,85099B,4,37186,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-05-08,2021-05-01,552274,16523,23203,2,18593,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,서울,수도권
2021-05-08,2021-05-01,552278,15059,22502,1,26593,26593,오프라인,,카드,매장구매,Electronics,Indoor Pet Camera,경기,수도권
2021-05-08,2021-05-01,552279,15117,85099B,2,18593,9296,온라인,모바일웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-08,2021-05-01,552279,15117,20725,2,14749,7375,온라인,모바일웹,카드,택배배송,Grooming,Pet Grooming Brush,경기,수도권
2021-05-08,2021-05-01,552279,15117,23203,2,18593,9296,온라인,모바일웹,카드,택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-05-08,2021-05-01,552280,13561,85123A,6,68382,11397,온라인,앱,카드,새벽배송,Disposables,Dog and Puppy Pads,인천,수도권
2021-05-08,2021-05-01,552280,13561,22960,1,18995,18995,온라인,앱,카드,새벽배송,Grooming,Rechargeable Pet Nail Grinder,인천,수도권
2021-05-08,2021-05-01,552281,15704,85123A,3,39554,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-08,2021-05-01,552281,15704,47566,2,44247,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-05-08,2021-05-01,552281,15704,84879,4,30213,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-05-08,2021-05-01,552281,15704,23298,2,85997,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-08,2021-05-01,552282,14040,23284,1,35532,35532,온라인,앱,카드,당일배송,Supplements,Purina Pro Plan Adult Sensitive Skin,제주,비수도권
2021-05-08,2021-05-01,552282,14040,22197,4,29534,7384,온라인,앱,카드,당일배송,Food,Sheba Perfect Portions Paté Wet Cat Food,제주,비수도권
2021-05-08,2021-05-01,552284,18149,84879,14,105746,7553,오프라인,,간편결제(네이버/카카오/토스),매장구매,Cleanig Supplies,Pet Odor Eliminator,충북,비수도권
2021-05-08,2021-05-01,552285,14684,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,광주,비수도권
2021-05-08,2021-05-01,552285,14684,20725,1,7375,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,광주,비수도권
2021-05-08,2021-05-01,552285,14684,23298,1,42999,42999,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,광주,비수도권
2021-05-08,2021-05-01,552286,16393,85099B,1,9296,9296,온라인,PC웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-08,2021-05-01,552286,16393,23203,3,27889,9296,온라인,PC웹,카드,택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-05-08,2021-05-01,552286,16393,23298,1,42999,42999,온라인,PC웹,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-08,2021-05-01,552288,13313,85123A,2,26370,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,세종,비수도권
2021-05-08,2021-05-01,552288,13313,85099B,4,37186,9296,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,세종,비수도권
2021-05-08,2021-05-01,552288,13313,23203,2,18593,9296,온라인,앱,카드,택배배송,Grooming,Pet Hair Remover,세종,비수도권
2021-05-08,2021-05-01,552290,16007,85123A,1,13185,13185,온라인,PC웹,간편결제(네이버/카카오/토스),새벽배송,Disposables,Dog and Puppy Pads,대구,비수도권
2021-05-08,2021-05-01,552290,16007,85099B,1,9296,9296,온라인,PC웹,간편결제(네이버/카카오/토스),새벽배송,Disposables,Earth Rated Dog Poop Bags,대구,비수도권
2021-05-08,2021-05-01,552290,16007,47566,1,22124,22124,온라인,PC웹,간편결제(네이버/카카오/토스),새벽배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",대구,비수도권
2021-05-08,2021-05-01,552290,16007,22386,1,18068,18068,온라인,PC웹,간편결제(네이버/카카오/토스),새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,대구,비수도권
2021-05-08,2021-05-01,552290,16007,23203,1,9296,9296,온라인,PC웹,간편결제(네이버/카카오/토스),새벽배송,Grooming,Pet Hair Remover,대구,비수도권
2021-05-08,2021-05-01,552291,15421,85099B,2,18593,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-08,2021-05-01,552291,15421,22386,2,36136,18068,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-05-08,2021-05-01,552291,15421,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-08,2021-05-01,552292,15421,23203,2,18593,9296,온라인,앱,카드,택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-05-08,2021-05-01,552293,16232,84879,2,15107,7553,오프라인,,간편결제(네이버/카카오/토스),매장구매,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-05-08,2021-05-01,552294,16232,85123A,2,26370,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-08,2021-05-01,552294,16232,47566,1,22124,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-05-08,2021-05-01,552294,16232,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-08,2021-05-01,552295,14224,22197,1,7384,7384,온라인,앱,카드,새벽배송,Food,Sheba Perfect Portions Paté Wet Cat Food,전북,비수도권
2021-05-08,2021-05-01,552296,15518,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경북,비수도권
2021-05-08,2021-05-01,552296,15518,20725,1,7375,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,경북,비수도권
2021-05-08,2021-05-01,552296,15518,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경북,비수도권
2021-05-08,2021-05-01,552297,15092,22502,1,26593,26593,오프라인,,계좌이체,매장구매,Electronics,Indoor Pet Camera,경기,수도권
2021-05-08,2021-05-01,552298,14507,82484,1,69058,69058,오프라인,,카드,매장구매,Food,NexGard Chew for Dogs,경기,수도권
2021-05-08,2021-05-01,552299,15827,22423,1,110754,110754,온라인,앱,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경남,비수도권
2021-05-08,2021-05-01,552304,12748,47566,1,22124,22124,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",제주,비수도권
2021-05-08,2021-05-01,552303,14341,85099B,2,18593,9296,온라인,앱,카드,새벽배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-08,2021-05-01,552303,14341,22386,2,36136,18068,온라인,앱,카드,새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-05-08,2021-05-01,552303,14341,20725,2,14749,7375,온라인,앱,카드,새벽배송,Grooming,Pet Grooming Brush,경기,수도권
2021-05-08,2021-05-01,552305,14341,23203,2,18593,9296,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-05-08,2021-05-01,552307,12748,23284,1,35532,35532,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,제주,비수도권
2021-05-08,2021-05-01,552308,17410,22197,2,14767,7384,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Food,Sheba Perfect Portions Paté Wet Cat Food,광주,비수도권
2021-05-08,2021-05-01,552309,13835,23284,1,35532,35532,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,대구,비수도권
2021-05-08,2021-05-01,552311,15312,85123A,6,68382,11397,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-08,2021-05-01,552310,17323,22386,1,18068,18068,온라인,앱,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경남,비수도권
2021-05-08,2021-05-01,552310,17323,23203,1,9296,9296,온라인,앱,카드,택배배송,Grooming,Pet Hair Remover,경남,비수도권
2021-05-08,2021-05-01,552313,13139,23284,1,35532,35532,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,인천,수도권
2021-05-08,2021-05-01,552315,12700,84879,3,22660,7553,온라인,PC웹,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-08,2021-05-01,552315,12700,22423,1,110754,110754,온라인,PC웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-08,2021-05-01,552316,15674,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-08,2021-05-01,552316,15674,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-08,2021-05-01,552316,15674,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-08,2021-05-01,552318,17231,23298,1,42999,42999,온라인,앱,기타,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,제주,비수도권
2021-05-09,2021-05-01,552320,13985,20725,2,14749,7375,오프라인,,계좌이체,매장구매,Grooming,Pet Grooming Brush,경기,수도권
2021-05-09,2021-05-01,552322,17049,85099B,2,18593,9296,온라인,PC웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-09,2021-05-01,552322,17049,22386,2,36136,18068,온라인,PC웹,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-05-09,2021-05-01,552322,17049,23284,1,35532,35532,온라인,PC웹,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-09,2021-05-01,552323,16756,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,충남,비수도권
2021-05-09,2021-05-01,552323,16756,23298,1,42999,42999,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,충남,비수도권
2021-05-09,2021-05-01,552323,16756,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,충남,비수도권
2021-05-09,2021-05-01,552325,12490,85099B,2,18593,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-05-09,2021-05-01,552325,12490,22386,2,36136,18068,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-05-09,2021-05-01,552325,12490,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,서울,수도권
2021-05-09,2021-05-01,552326,15596,22502,1,26593,26593,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Electronics,Indoor Pet Camera,경남,비수도권
2021-05-09,2021-05-01,552326,15596,20725,2,14749,7375,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,경남,비수도권
2021-05-09,2021-05-01,552328,14188,85099B,4,37186,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,세종,비수도권
2021-05-09,2021-05-01,552328,14188,22386,4,72272,18068,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,세종,비수도권
2021-05-09,2021-05-01,552328,14188,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,세종,비수도권
2021-05-09,2021-05-01,552328,14188,23203,4,37186,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,세종,비수도권
2021-05-09,2021-05-01,552329,13492,20725,2,14749,7375,온라인,모바일웹,카드,택배배송,Grooming,Pet Grooming Brush,경기,수도권
2021-05-09,2021-05-01,552329,13492,23284,2,60337,30169,온라인,모바일웹,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-09,2021-05-01,552330,12948,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-09,2021-05-01,552330,12948,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-09,2021-05-01,552333,15039,23298,1,42999,42999,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경남,비수도권
2021-05-09,2021-05-01,552333,15039,22197,2,14767,7384,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경남,비수도권
2021-05-09,2021-05-01,552333,15039,22423,1,110754,110754,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경남,비수도권
2021-05-09,2021-05-01,552336,15159,21137,2,65149,32575,온라인,PC웹,계좌이체,택배배송,Food,Canned Cat Food,광주,비수도권
2021-05-09,2021-05-01,552336,15159,23298,1,42999,42999,온라인,PC웹,계좌이체,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,광주,비수도권
2021-05-09,2021-05-01,552336,15159,22423,1,110754,110754,온라인,PC웹,계좌이체,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,광주,비수도권
2021-05-09,2021-05-01,552342,17949,22502,16,353978,22124,온라인,앱,계좌이체,새벽배송,Electronics,Indoor Pet Camera,세종,비수도권
2021-05-09,2021-05-01,552353,17612,23203,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Hair Remover,서울,수도권
2021-05-09,2021-05-01,552353,17612,23298,1,42999,42999,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-09,2021-05-01,552353,17612,23284,1,35532,35532,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,서울,수도권
2021-05-09,2021-05-01,552357,18219,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-09,2021-05-01,552357,18219,84879,2,15107,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-05-09,2021-05-01,552357,18219,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-09,2021-05-01,552357,18219,23284,1,35532,35532,오프라인,,카드,매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,서울,수도권
2021-05-09,2021-05-01,552357,18219,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-05-09,2021-05-01,552358,15673,22197,2,14767,7384,온라인,앱,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-05-09,2021-05-01,552364,13004,23298,1,42999,42999,온라인,앱,카드,새벽배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-09,2021-05-01,552364,13004,23284,1,35532,35532,온라인,앱,카드,새벽배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-09,2021-05-01,552365,16440,23203,1,9296,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,경북,비수도권
2021-05-09,2021-05-01,552365,16440,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경북,비수도권
2021-05-09,2021-05-01,552365,16440,22197,2,14767,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경북,비수도권
2021-05-09,2021-05-01,552371,17629,23203,1,9296,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-05-09,2021-05-01,552371,17629,22197,1,7384,7384,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
